sentiment,review
రాంచీలో ఉగ్రవాద సంస్థ యొక్క బ్రేకింగ్ న్యూస్ బెదిరింపు,negative
మీరు ప్రతి ఒక్కరినీ అవినీతిపరులు అని పిలిచే ఏకైక పార్టీ మరియు మీడియాను అమ్మకానికి మరియు పదేపదే పిలుస్తారు. ఇప్పుడు వ్యూహంలో ఏమి మార్చబడింది?,negative
"మీరు శాంతి మరియు స్నేహం విషయంలో వస్తూ ఉంటే, వారు ఎల్లప్పుడూ హాని చేస్తారు. పాకిస్తాన్ ఖచ్చితంగా చెప్పలేము.",negative
ఇది రాయూను విశ్వసించడానికి తయారు చేయబడింది మరియు మేము వీధిని కూడా ధోనికి ఇస్తున్నాము,negative
"ధైర్య అభిమానులు మరియు అభిమానుల మధ్య వ్యత్యాసం మీకు తెలిస్తే, మహేంద్ర సింగ్ ధోని అస్సలు కాదు.",negative
"ఇండియా 1 బంతిని కోల్పోయింది, 5 పరుగులు ఎలా స్కోర్ చేయాలో చెప్పండి మరియు అంపైర్ యొక్క దుస్తులు కూడా ఇంగ్లాండ్ జట్టు లాగా ఉన్నప్పుడు అది కూడా పరిస్థితిలో.",negative
ఎవరో ఇప్పుడు చనిపోతారని చూద్దాం; అతను నన్ను ప్రతిజ్ఞ చేశాడు మరియు నేను అతనిని ప్రతిజ్ఞ చేశాను.,negative
"అమ్మాయిలు అమ్మాయిలను కాల్చివేసి చనిపోతారా, శివార్లలో చనిపోతే, అప్పుడు మాకు ఒక అమ్మాయి ఉంది, మేము ఇంటికి వెళ్లడానికి ఇష్టపడము, బయటకు వెళ్లడానికి ఇష్టపడరు",negative
పాకిస్తాన్ ఈ రోజున శ్రీ కృష్ణుడి ఆలయంలో మరియు పశ్చిమ భారతదేశం యొక్క నాలుగు ముఖ్యమైన తీర్థయాత్ర మరియు నాలుగు,negative
"ధోని క్రికెట్ యొక్క గౌరవానికి వ్యతిరేకంగా వెళ్ళలేదు మరియు రాయుడుకు సమ్మె కూడా ఇవ్వలేదు, మరియు ఇది స్వయంగా హీరోగా మారే ప్రక్రియలో ఉంది.",negative
"సోదరుడు, ప్రజలకు వివరించాలి, మీరు అకాల్ యాష్ అని అఖిలేష్ అని అర్థం చేసుకున్నారు, ఖేర్ రాహుల్ రాకతో, ఎన్నికలు కాంగ్రెస్ అమెథి మరియు రే బరేలి చేత ప్రభావితమయ్యాయి",negative
